1613730384.000000, 1613730384.000000, 1613730384.000000
32.000000, 32.000000, 32.000000
-5,50,40
-5,49,39
-6,49,39
-5,49,40
-5,49,39
-5,50,40
-5,49,39
-6,49,40
-5,49,40
-6,49,39
-5,49,39
-5,50,40
-5,49,40
-5,50,39
-5,49,39
-5,49,40
-6,49,40
-6,49,40
-5,49,40
-6,49,39
-6,49,39
-6,49,40
-6,49,39
-6,49,39
-5,49,40
-5,49,40
-5,49,41
-5,49,41
-5,49,41
-6,49,40
-5,49,40
-6,49,39
-5,49,39
-5,49,39
-6,50,39
-7,49,39
-6,49,40
-6,49,40
-6,50,41
-3,49,40
-7,49,38
-9,49,39
-9,49,42
-8,48,41
-9,48,40
-8,48,40
-7,49,39
-7,49,39
-8,49,40
-6,49,40
-7,48,40
-7,49,40
-7,49,41
-6,48,40
-6,49,40
-6,49,40
-6,48,40
-6,49,41
-6,49,40
-6,49,40
-6,49,40
-6,49,40
-6,49,40
-7,49,41
-6,49,40
-6,49,40
-6,49,40
-6,49,40
-5,49,40
-5,49,40
-6,49,40
-6,49,40
-6,49,40
-6,49,41
-6,49,40
-6,49,40
-5,49,40
-6,49,40
-5,49,40
-5,49,40
-6,49,40
-6,49,40
-6,49,40
-5,49,41
-5,49,40
-5,49,40
-5,49,40
-6,49,40
-6,49,40
-6,49,40
-5,49,40
-6,49,40
-6,49,39
-6,49,39
-5,49,39
-4,49,38
-4,49,39
-3,49,42
-5,48,42
-4,47,45
-5,47,45
-6,47,43
-6,47,42
-4,48,39
-2,49,39
-3,49,39
-4,48,37
-5,47,39
-4,46,39
-6,46,39
-3,45,39
-4,44,37
2,41,49
1,40,49
-5,37,45
1,36,54
5,35,57
-2,35,49
2,33,52
10,32,58
5,31,53
3,31,53
10,28,60
6,28,57
9,26,63
7,25,62
4,24,61
5,24,59
5,24,58
6,24,57
6,25,55
9,24,55
7,23,56
7,23,56
4,23,54
1,20,53
5,19,58
-1,17,58
-6,18,59
13,14,63
22,12,75
-1,9,64
0,13,58
-1,12,64
-6,11,63
-6,10,61
-3,10,61
-3,10,61
-5,10,62
-3,9,63
-2,9,63
-1,9,62
1,8,63
2,8,64
1,9,63
1,9,62
2,9,62
2,9,62
2,9,61
2,9,62
2,9,62
2,9,61
2,9,62
2,9,61
3,9,62
2,9,62
2,9,61
2,9,61
2,9,60
3,9,63
3,8,63
3,9,62
3,9,62
4,9,61
4,9,62
3,9,61
3,9,62
3,9,61
4,9,61
4,9,62
3,9,62
3,9,61
4,9,61
4,9,61
3,8,61
3,8,61
2,8,61
3,9,62
3,9,62
3,9,61
2,9,61
3,8,62
2,8,63
2,8,62
2,8,63
2,8,62
2,8,62
2,8,62
2,8,61
2,8,61
2,8,61
2,8,62
2,8,62
2,8,62
2,8,62
2,8,61
3,8,62
3,8,62
3,8,61
4,8,62
3,9,61
5,9,62
5,8,61
5,8,60
6,9,61
7,9,62
9,9,61
20,10,60
12,10,59
9,10,59
12,10,58
12,10,55
8,9,53
8,9,53
5,7,56
9,5,59
17,2,68
16,1,69
13,2,64
12,1,64
13,1,65
13,1,64
12,0,62
13,0,62
13,1,61
13,2,61
12,2,61
12,2,60
12,2,60
12,2,60
12,2,60
12,2,60
12,2,61
13,2,61
13,2,61
12,2,61
12,2,61
12,2,60
12,2,60
13,2,61
13,2,61
13,2,61
13,2,61
12,2,61
12,2,61
12,2,61
13,2,61
12,2,60
13,2,60
13,2,61
13,2,61
12,2,61
12,2,61
12,2,61
13,2,60
13,2,61
13,2,61
13,2,61
13,2,61
12,2,60
13,2,61
12,2,61
12,2,61
13,2,61
12,2,61
12,1,61
13,2,61
13,2,61
13,2,61
12,2,60
13,2,61
12,2,60
13,2,60
12,1,61
12,1,61
12,2,61
13,2,61
12,1,61
13,2,61
13,2,61
13,2,60
13,2,61
13,2,61
12,2,60
13,2,61
13,1,61
12,2,61
12,2,61
12,2,61
12,2,61
12,2,61
13,2,60
13,2,61
13,2,61
13,2,61
12,2,61
12,2,61
12,2,61
12,2,61
12,2,61
13,2,61
12,2,61
12,2,60
13,2,60
13,2,61
12,2,61
12,2,61
12,2,61
12,2,61
13,2,61
12,2,61
13,2,61
13,2,61
12,2,61
12,2,61
12,2,60
12,2,61
12,2,61
12,2,61
12,2,60
12,2,60
12,2,61
12,2,61
12,2,61
13,2,61
12,2,60
12,2,61
12,2,61
13,2,61
13,2,61
13,2,61
12,2,60
12,2,61
12,2,61
12,2,61
12,2,61
12,2,61
13,2,61
12,2,61
12,2,61
12,2,60
12,2,61
13,2,61
13,2,61
13,2,61
13,2,61
13,2,62
14,1,63
14,2,63
14,2,65
14,2,65
14,3,66
13,4,66
13,6,64
13,6,64
11,9,63
11,9,63
9,11,62
8,13,61
6,15,58
7,16,59
6,19,57
4,20,56
4,23,55
4,24,54
5,26,55
5,27,55
2,28,53
3,29,55
3,30,55
1,31,52
6,32,54
10,33,51
11,34,50
13,37,46
13,37,46
17,38,47
14,39,45
10,40,43
11,40,43
15,39,46
13,40,46
10,39,44
11,39,45
17,39,50
15,39,48
12,39,48
12,39,48
10,38,48
7,38,48
8,37,50
10,38,50
7,38,49
7,37,50
9,38,52
9,37,52
8,37,52
10,38,53
9,38,53
9,38,51
10,39,51
13,39,51
11,40,50
12,41,48
11,42,47
13,43,47
9,44,43
8,45,41
7,47,37
7,47,37
8,49,37
7,50,36
1,50,34
1,51,34
-1,49,37
2,49,39
3,49,39
4,49,40
4,50,40
1,49,39
3,49,39
4,49,39
3,49,40
1,50,40
3,48,41
4,49,41
2,49,39
2,50,40
2,49,39
3,49,39
4,49,40
3,49,40
2,49,39
3,50,39
3,50,39
4,49,40
3,49,40
2,49,41
2,49,40
2,49,40
2,49,40
2,49,39
2,49,40
2,49,39
1,49,39
1,50,35
4,49,37
3,49,38
-11,47,32
-13,47,34
-12,43,37
-12,42,39
-11,39,46
-9,37,48
-4,34,55
-2,32,58
-9,31,51
-8,29,56
-2,27,60
-7,27,55
-6,24,60
1,23,59
-9,22,55
-16,22,57
-10,15,77
-18,20,65
-19,12,50
-10,12,71
-24,12,69
-17,15,62
-14,14,59
-14,9,62
-18,9,61
-17,12,60
-16,13,59
-16,12,61
-12,11,63
-15,9,63
-13,9,63
-10,11,62
-12,12,59
-11,11,60
-12,11,61
-12,11,60
-11,11,61
-11,11,61
-12,11,61
-12,11,61
-12,12,61
-11,12,60
-11,12,61
-11,11,61
-11,12,61
-10,12,61
-11,12,61
-11,12,61
-11,12,60
-10,12,60
-10,11,61
-11,10,62
-12,11,62
-13,11,63
-9,12,62
-7,12,61
-8,12,59
-8,12,59
-9,12,59
-8,12,61
-9,12,62
-9,12,63
-9,11,64
-8,12,61
-6,13,59
-5,13,58
-5,13,59
-7,12,61
-8,12,61
-7,12,62
-7,12,62
-7,12,61
-7,12,61
-8,12,61
-7,12,61
-7,12,61
-7,12,61
-6,12,60
-8,12,61
-8,12,61
-9,12,62
-9,12,61
-8,11,61
-9,12,61
-9,11,62
-9,12,62
-8,12,61
-7,12,60
-8,12,60
-9,12,60
-9,12,61
-9,12,61
-9,12,61
-8,13,61
-9,12,60
-9,12,59
-8,11,62
-9,11,62
-9,11,62
-8,12,62
-8,12,61
-8,12,61
-9,12,61
-9,12,60
-9,12,61
-9,12,61
-9,12,61
-9,12,61
-9,12,60
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,11,62
-10,10,62
-10,11,61
-9,12,61
-10,11,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,60
-10,12,60
-10,12,60
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,11,61
-10,12,61
-10,11,61
-10,12,61
-10,11,61
-11,12,61
-10,12,61
-10,12,61
-11,12,61
-10,12,61
-11,12,60
-10,11,61
-11,11,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-11,12,61
-10,11,61
-10,12,60
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,11,61
-10,11,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,11,61
-10,11,61
-10,12,61
-10,12,61
-10,11,61
-10,12,61
-10,12,61
-10,11,61
-11,11,61
-10,11,61
-10,12,60
-10,12,61
-10,11,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
-10,11,61
-10,12,60
-10,11,61
-10,11,61
-10,11,61
-10,11,61
-10,11,61
-10,12,61
-10,12,61
-10,12,61
