1613730384.000000, IBI
13.859375,0.875000
20.921875,0.734375
21.781250,0.859375
22.703125,0.921875
23.609375,0.906250
24.515625,0.906250
25.343750,0.828125
33.765625,0.625000
34.359375,0.593750
34.984375,0.625000
35.578125,0.593750
36.187500,0.609375
44.843750,0.593750
45.390625,0.546875
46.046875,0.656250
51.093750,0.859375
57.343750,0.765625
58.093750,0.750000
58.843750,0.750000
59.765625,0.921875
60.562500,0.796875
61.406250,0.843750
62.265625,0.859375
63.015625,0.750000
63.718750,0.703125
64.437500,0.718750
65.140625,0.703125
65.859375,0.718750
66.609375,0.750000
67.421875,0.812500
68.203125,0.781250
68.984375,0.781250
69.781250,0.796875
70.578125,0.796875
71.390625,0.812500
72.218750,0.828125
73.015625,0.796875
73.781250,0.765625
74.546875,0.765625
75.296875,0.750000
76.031250,0.734375
76.781250,0.750000
77.515625,0.734375
78.203125,0.687500
78.890625,0.687500
79.609375,0.718750
80.375000,0.765625
81.187500,0.812500
81.984375,0.796875
82.781250,0.796875
83.546875,0.765625
84.296875,0.750000
85.031250,0.734375
85.781250,0.750000
86.500000,0.718750
87.218750,0.718750
87.937500,0.718750
88.656250,0.718750
89.437500,0.781250
90.234375,0.796875
91.015625,0.781250
91.750000,0.734375
92.500000,0.750000
93.265625,0.765625
94.093750,0.828125
94.937500,0.843750
95.781250,0.843750
96.578125,0.796875
97.328125,0.750000
98.078125,0.750000
98.859375,0.781250
99.671875,0.812500
100.531250,0.859375
101.406250,0.875000
102.234375,0.828125
103.046875,0.812500
103.843750,0.796875
104.625000,0.781250
105.390625,0.765625
106.171875,0.781250
106.968750,0.796875
107.796875,0.828125
108.671875,0.875000
109.531250,0.859375
110.406250,0.875000
111.265625,0.859375
112.125000,0.859375
112.984375,0.859375
113.843750,0.859375
114.703125,0.859375
115.578125,0.875000
116.421875,0.843750
117.234375,0.812500
118.062500,0.828125
118.890625,0.828125
119.750000,0.859375
120.578125,0.828125
121.390625,0.812500
122.218750,0.828125
123.062500,0.843750
123.906250,0.843750
124.734375,0.828125
125.546875,0.812500
126.375000,0.828125
127.218750,0.843750
128.046875,0.828125
128.796875,0.750000
129.546875,0.750000
130.312500,0.765625
131.125000,0.812500
132.000000,0.875000
132.843750,0.843750
133.671875,0.828125
134.546875,0.875000
135.437500,0.890625
136.328125,0.890625
137.203125,0.875000
138.046875,0.843750
138.906250,0.859375
139.765625,0.859375
140.640625,0.875000
141.453125,0.812500
142.281250,0.828125
143.109375,0.828125
143.984375,0.875000
144.843750,0.859375
145.687500,0.843750
146.531250,0.843750
147.390625,0.859375
148.281250,0.890625
149.125000,0.843750
149.937500,0.812500
150.765625,0.828125
151.593750,0.828125
152.406250,0.812500
153.203125,0.796875
154.015625,0.812500
154.812500,0.796875
155.593750,0.781250
156.312500,0.718750
157.046875,0.734375
157.734375,0.687500
158.453125,0.718750
159.187500,0.734375
160.000000,0.812500
160.859375,0.859375
161.718750,0.859375
162.515625,0.796875
163.281250,0.765625
164.046875,0.765625
164.812500,0.765625
165.515625,0.703125
166.218750,0.703125
166.937500,0.718750
167.687500,0.750000
168.531250,0.843750
169.453125,0.921875
170.437500,0.984375
171.359375,0.921875
172.265625,0.906250
173.171875,0.906250
174.046875,0.875000
174.906250,0.859375
175.734375,0.828125
176.562500,0.828125
177.421875,0.859375
178.312500,0.890625
179.171875,0.859375
180.015625,0.843750
180.875000,0.859375
181.750000,0.875000
182.625000,0.875000
183.531250,0.906250
184.437500,0.906250
185.375000,0.937500
186.296875,0.921875
187.171875,0.875000
188.031250,0.859375
188.875000,0.843750
189.718750,0.843750
190.593750,0.875000
191.437500,0.843750
192.250000,0.812500
193.078125,0.828125
193.890625,0.812500
194.750000,0.859375
195.578125,0.828125
196.406250,0.828125
197.250000,0.843750
198.093750,0.843750
198.921875,0.828125
199.718750,0.796875
200.515625,0.796875
201.312500,0.796875
202.125000,0.812500
202.953125,0.828125
203.781250,0.828125
204.625000,0.843750
205.500000,0.875000
206.390625,0.890625
207.265625,0.875000
208.093750,0.828125
208.921875,0.828125
209.734375,0.812500
210.578125,0.843750
211.375000,0.796875
212.187500,0.812500
213.031250,0.843750
213.906250,0.875000
214.812500,0.906250
215.703125,0.890625
216.578125,0.875000
217.468750,0.890625
218.343750,0.875000
219.187500,0.843750
220.015625,0.828125
220.843750,0.828125
221.687500,0.843750
222.546875,0.859375
223.390625,0.843750
224.203125,0.812500
225.046875,0.843750
225.921875,0.875000
226.796875,0.875000
227.640625,0.843750
228.468750,0.828125
229.312500,0.843750
230.171875,0.859375
231.046875,0.875000
231.875000,0.828125
232.859375,0.984375
233.703125,0.843750
234.562500,0.859375
235.375000,0.812500
236.109375,0.734375
236.812500,0.703125
237.500000,0.687500
238.187500,0.687500
238.921875,0.734375
239.656250,0.734375
240.406250,0.750000
241.187500,0.781250
242.031250,0.843750
242.890625,0.859375
243.765625,0.875000
244.625000,0.859375
245.421875,0.796875
246.156250,0.734375
246.875000,0.718750
247.578125,0.703125
248.281250,0.703125
249.046875,0.765625
249.812500,0.765625
250.609375,0.796875
251.500000,0.890625
252.437500,0.937500
253.343750,0.906250
254.171875,0.828125
254.937500,0.765625
255.656250,0.718750
256.359375,0.703125
257.062500,0.703125
257.781250,0.718750
258.515625,0.734375
259.296875,0.781250
260.125000,0.828125
260.968750,0.843750
261.796875,0.828125
262.593750,0.796875
263.406250,0.812500
264.234375,0.828125
265.078125,0.843750
265.906250,0.828125
266.718750,0.812500
267.546875,0.828125
268.390625,0.843750
269.250000,0.859375
270.125000,0.875000
270.968750,0.843750
271.828125,0.859375
272.671875,0.843750
273.546875,0.875000
274.390625,0.843750
275.187500,0.796875
276.000000,0.812500
276.828125,0.828125
277.703125,0.875000
278.578125,0.875000
279.421875,0.843750
280.281250,0.859375
281.109375,0.828125
281.953125,0.843750
282.750000,0.796875
283.546875,0.796875
284.343750,0.796875
285.171875,0.828125
286.031250,0.859375
286.843750,0.812500
287.656250,0.812500
288.453125,0.796875
289.265625,0.812500
290.078125,0.812500
290.859375,0.781250
291.656250,0.796875
292.468750,0.812500
293.296875,0.828125
294.140625,0.843750
294.968750,0.828125
295.796875,0.828125
296.656250,0.859375
297.515625,0.859375
298.359375,0.843750
299.203125,0.843750
300.031250,0.828125
300.875000,0.843750
301.750000,0.875000
302.562500,0.812500
303.343750,0.781250
304.140625,0.796875
304.937500,0.796875
305.750000,0.812500
306.546875,0.796875
307.359375,0.812500
308.171875,0.812500
309.000000,0.828125
309.796875,0.796875
310.562500,0.765625
311.343750,0.781250
312.125000,0.781250
312.890625,0.765625
313.656250,0.765625
314.406250,0.750000
315.171875,0.765625
315.984375,0.812500
316.843750,0.859375
317.656250,0.812500
318.515625,0.859375
319.359375,0.843750
320.203125,0.843750
321.046875,0.843750
321.890625,0.843750
322.734375,0.843750
323.609375,0.875000
324.453125,0.843750
325.296875,0.843750
326.140625,0.843750
327.000000,0.859375
327.859375,0.859375
328.718750,0.859375
329.562500,0.843750
330.453125,0.890625
331.328125,0.875000
332.203125,0.875000
333.046875,0.843750
333.859375,0.812500
334.671875,0.812500
335.500000,0.828125
336.359375,0.859375
337.218750,0.859375
338.046875,0.828125
338.906250,0.859375
339.765625,0.859375
340.640625,0.875000
341.500000,0.859375
342.312500,0.812500
343.125000,0.812500
343.937500,0.812500
344.750000,0.812500
345.562500,0.812500
346.390625,0.828125
347.234375,0.843750
348.265625,1.031250
349.093750,0.828125
349.890625,0.796875
350.687500,0.796875
351.515625,0.828125
352.343750,0.828125
353.156250,0.812500
353.953125,0.796875
354.781250,0.828125
355.671875,0.890625
356.562500,0.890625
357.406250,0.843750
358.203125,0.796875
358.968750,0.765625
359.734375,0.765625
360.531250,0.796875
361.312500,0.781250
362.109375,0.796875
362.937500,0.828125
