1621015991.000000, 1621015991.000000, 1621015991.000000
32.000000, 32.000000, 32.000000
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,12,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,12,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,12,61
-1,13,61
-1,13,61
-1,13,61
0,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
0,13,61
-1,13,61
-1,13,61
-1,13,61
0,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
0,13,61
0,13,61
-1,13,61
-1,13,61
-1,12,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
0,13,61
-1,13,62
-1,13,61
-1,13,61
-1,13,62
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,62
-1,13,61
-1,13,61
0,13,61
-1,13,61
0,12,61
-1,13,62
-2,14,61
-2,13,61
-2,12,61
-1,12,61
0,13,61
1,13,62
0,13,61
0,12,62
1,12,61
1,13,61
0,12,61
-1,12,62
1,13,62
1,12,62
1,12,62
1,13,60
-1,12,60
-1,13,61
1,12,61
4,12,62
4,12,62
3,12,61
2,13,62
2,12,61
3,12,61
2,12,61
1,12,61
1,12,61
2,12,61
3,13,61
2,12,61
1,13,61
1,12,61
2,12,61
2,12,61
3,12,61
2,12,61
2,12,61
2,13,61
2,13,61
1,12,61
2,12,61
2,13,61
2,12,61
2,12,61
1,12,61
1,12,62
2,12,62
3,13,61
1,13,60
0,12,62
1,12,61
2,12,62
1,13,61
-2,13,60
-1,12,61
-1,13,61
1,12,61
1,12,61
0,13,62
0,13,61
1,12,61
0,13,61
0,12,61
0,13,61
-1,13,61
-1,13,61
-1,13,61
0,13,61
0,13,62
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-2,13,61
0,13,61
-1,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,62
-1,13,61
-2,13,61
-1,13,62
0,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
0,13,62
-1,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,14,61
-2,12,62
-2,12,61
-1,14,60
-1,14,61
-1,14,62
-2,14,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,14,61
-1,14,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,14,61
-1,14,61
-2,13,61
-2,13,61
-2,13,61
-2,14,61
-2,13,61
-1,13,61
-2,13,61
-3,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,62
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,14,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-2,13,61
-2,13,61
-1,14,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,14,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,14,61
-1,13,62
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,62
-2,13,61
-2,13,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,14,61
-1,13,61
-2,13,61
-2,13,61
-2,13,61
-1,14,62
-2,13,62
-2,13,61
-2,13,61
-2,13,62
-3,13,61
-2,13,61
-1,13,62
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-3,13,61
-2,13,61
-1,13,61
-2,13,61
-2,13,61
-2,14,61
-3,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-3,13,61
-2,13,61
-2,14,61
-2,13,61
-3,13,61
-2,14,61
-3,14,61
-2,13,61
-2,13,61
-3,14,62
-3,13,61
-2,14,61
-2,14,61
-2,13,62
-3,14,61
-3,13,61
-2,13,61
-3,14,61
-3,14,62
-3,14,61
-2,13,61
-2,13,61
-3,14,61
-2,13,61
-2,14,61
-2,13,61
-3,13,61
-3,13,61
-2,13,61
-2,14,61
-3,14,61
-3,13,61
-3,13,61
-3,13,61
-2,13,61
-2,14,61
-3,13,61
-2,13,61
-2,14,62
-3,13,61
-3,13,61
-2,14,61
-2,14,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,13,61
-2,14,61
-3,13,61
-2,13,61
-2,13,61
-3,13,61
-2,13,61
-1,14,61
-3,13,61
-3,13,61
-2,13,61
-2,13,61
-3,13,61
-2,14,61
-2,13,61
-3,13,61
-3,13,61
-2,13,61
-2,13,61
-3,14,61
-3,13,61
-2,13,61
-2,13,61
-2,14,61
-2,13,61
-2,13,61
-3,13,61
-2,13,61
-2,13,61
-3,13,61
-3,14,61
-2,13,61
-2,14,61
-3,13,61
-2,13,61
-2,13,61
-3,13,61
-3,14,61
-3,13,61
-2,13,61
-2,13,61
-2,13,61
-3,14,61
-2,13,61
-2,14,61
-3,14,61
-3,14,61
-2,13,61
-3,12,60
-3,12,60
-1,15,62
-2,15,63
-3,14,60
-1,13,61
-3,13,61
-5,12,61
-3,13,60
-1,14,61
-1,14,61
-3,14,61
-3,13,61
-2,13,61
-3,13,61
-3,14,61
-2,15,61
-1,14,61
-3,13,61
-4,12,60
-3,13,60
-2,13,62
-4,13,60
-2,13,61
-2,14,61
-3,15,61
-2,14,62
-3,13,61
-4,12,62
-3,13,61
-3,14,60
-3,15,59
0,15,61
0,14,63
-5,12,61
-4,12,60
-3,13,61
-2,15,61
-2,15,61
-2,14,61
-3,13,61
-4,13,61
-3,13,60
-2,13,61
-2,15,62
-4,13,61
-3,13,61
-3,13,61
-3,13,61
-3,14,60
-2,14,61
-2,14,62
-4,12,61
-3,12,60
-1,14,62
-3,14,61
-3,14,60
-1,14,61
-2,13,62
-5,12,61
-2,13,61
-1,14,62
-3,15,61
-3,14,61
-2,13,61
-3,11,61
-3,11,63
-4,15,60
-2,15,60
1,12,60
-3,13,61
-5,13,61
-2,14,62
-2,13,62
-2,14,60
-2,15,60
-2,14,62
-3,13,61
-5,11,60
-4,12,61
-1,15,62
-2,15,61
-2,13,60
-2,14,61
-2,14,62
-2,13,62
-2,13,60
-1,14,61
-1,14,61
-3,14,61
-3,13,61
-2,13,61
-2,13,60
-2,13,61
-3,14,61
-2,13,60
-2,13,60
-1,15,61
0,16,62
